"Task_External_ID__c","Project__c","Deadline__c","Effort__c","Extended_task_description__c","Location_of_the_task__c","Task_expertise__c","Task_status__c","Title__c","Task_created_date__c","Tags__c"
"244","696","2013-10-27","4","Organize fund raising events for the practical realization of a community Information and computer training center in Bonduma Village, Buea, Cameroon

The volunteer(s) are expected to organize fund raising events to help raise the much needed money, talents and resources for the establishment of the ICT centre in Bonduma Village, Buea, Cameroon","Any where in Dutch communities","Fundraising","open","Fund Raising Specialist","2012-01-04","training, education, beau, fundraising, donors, cameroon, poverty, children, computers, bonduma, supporters, community, women, village, africa, youths, "
"242","696","2013-10-27","4","Organize marketing, promotion and sponsorship events to promote the realisation of a communty ICT centre in Bonduma Village, Buea, Cameroon.

Volunteers are expected to market, promote donors and volunteers community awareness of the project needs online and offline through organised events.","Any where in Netherlands, Belgium and Germany","Marketing / PR","open","Marketing and communication specialist","2012-01-04","community, youths, computer, task, training, education, fund raising, internet, cyber, literacy, children, poverty, buea, go abroad, volunteer, bonduma, volunteers, charity, women, village, africa, "
"236","331","2011-12-05","4","Een mooi flyer maken van de workshops van Kuljuru Keso en als reclame voor de open inloopworkshops in de workshopruimte op de eerste woensdag en zaterdag van de maand.

Er wordt op dit moment nog even goed gekeken naar een pakkende naam voor de workshops van Kuljuru Keso in Nederland, maar dan kan de flyer gemaakt worden. Hier willen we dan ook de bewegwijzering van afleiden. We gaan nl. elke eerste woensdagochtend en zaterdagmiddag van de maand vrije inloopworkshops houden in een ruimte in een oude school in Deurne. Hier kun je kennis maken met de stichting, technieken zelf uitproberen en producten uit Senegal bewonderen. Alles is gratis, maar donaties zijn welkom en dan kun je ook nog een product uit Senegal kado krijgen. Daarnaast bieden we ook workshops op aanvraag en zelfs kinderfeestjes zijn mogelijk. We werken met vrijwilligers en hopen op deze manier ook meer geïnteresseerden te vinden voor de stichting. Maar gezelligheid en vrijblijvendheid staat voorop, de bewustwording komt dan vanzelf, evenals de creativiteit.
De flyer zal kort het hoofddoel moeten bevatten (onze trainingen in Senegal, Afrika), bewustwording van afval en problematiek in Afrika en een uitdagend karakter t.o.v. plastic afval. En creativiteitsbevordering.","n.v.t.","Graphic / Design","realized","Flyer maken voor plastic-workshops in Nederland","2011-11-25","afrika, training, bewustwording, duurzaam, recycling, "
"232","736","2013-10-27","4","Organiseer een benefietactie of -feestje om geld in te zamelen voor schoolboeken in Guatemala

Weet jij als geen ander hoe je op een leuke manier geld op kunt halen voor ons boekenproject in Guatemala? Wij zijn op zoek naar zo iemand! Een benefietfeestje, een barbeque in het park, een spellenmiddag of iets heel anders, wij zijn erg benieuwd naar je ideeën! We laten je vrij in de organisatie en helpen je waar nodig.","Rondom Utrecht/Amsterdam","Fundraising","closed","books for books","2011-11-18","books, eenmalig, fundraising, boeken, actie, basis school, guatemala, "
"231","331","2011-11-25","4","We willen pakkende en uitnodigende naam voor onze workshops in Nederland.

Kuljuru Keso leert je op creatieve, ambachtelijke en duurzame wijze (weven, haken, vlechten, fusing) van plastic tasjes nieuwe leuke producten te maken.
We gaan in januari van start in een nieuwe ruimte in Deurne met vrije inloopochtenden en middagen, alwaar men vrijblijvend en gratis kennis kan komen maken met stichting Kuljuru Keso en de creative plastic recycle-technieken, die ook in Afrika doorgeleerd worden. Men kan dus zelf aan de slag met bijv. plastic tasjes te haken of plastic fusing. Maar men kan ook de in Senegal gemaakte producten komen bewonderen. Deze kun je cadeau krijgen bij een donatie aan de stichting. Ook is er gelegenheid om gezellig een kopje koffie of thee te drinken. 
Maar om deze inloopdagen een succes te maken, moet er natuurlijk een leuke naam aan komen hangen, die zo'n beetje de gehele bedoeling omvat. Weet jij iets?","onbelangrijk","Marketing / PR","realized","Hippe naam gezocht voor superleuke workshops","2011-11-15","ambachtelijk, duurzaam, hergebruik, plastic zakjes, handwerken, recycling, "
"229","635","2011-11-24","4","Heb jij basiskennis van filmmaken? Wil je jongeren trainen? Ga de uitdaging aan! 
Je begeleidt een van de groepjes jongeren in Amsterdam bij het maken van een film over mensenrechten van half december tot half februari.

- Begeleiden van een groepje Nederlandse jongeren in Amsterdam tijdens de workshops van de uitwisseling 
(de hoofddocent zal theorie en praktijk uitleggen)
- Je bespreekt het scenario, je gaat met ze op pad om te gaan filmen
- Je helpt ze met de montage. Een externe zal de film gaan monteren, maar de jongeren zullen vertellen wat ze in de film willen houden en wat niet. 
- De jongeren zullen ook korte filmpjes maken om op de website die voor deze uitwisseling wordt gemaakt zullen publiceren. www.buildyourimage.org (eind november online)","Amsterdam (de precieze lokatie wordt nog bekend gemaakt)","Photo / Video","realized","5 Filmbegeleiders gezocht!","2011-11-14","begeleider, training, workshop, film, fotografie, "
"228","635","2011-11-24","4","Er wordt een online platform gebouwd. Deze wordt aan diverse social media gelinkt. 
Jouw taak is om de wekelijkse input van de deelnemers op de website te zetten (en eventueel aan te passen) en algemeen projectnieuws op de site en facebook te zetten. 
Het is mooi als je ook ervaring met social media hebt.

Er wordt een online platform gebouwd. Deze wordt aan diverse social media gelinkt. 
Jouw taak is om 
- de wekelijkse input van de deelnemers op de website te zetten (en eventueel aan te passen) en 
- algemeen projectnieuws op de site en facebook te zetten. 
- Als je technische ervaring hebt mag je de website natuurlijk altijd beter maken!
Het is een pre als je ook ervaring met social media hebt.","Nederland (vanuit je huis)","Webdevelopment","realized","Moderator website www.buildyourimage.org","2011-11-14","beheren, social media, website, "
"226","882","2011-11-15","4","Wij  hebben iemand nodig die onze  help met het vernieuw van ons website , beetje proffesionel maak  en aantrekkelijk.

Ons organisatie heeft behoeft aan iemand die kan ons help met omzetten van een mooi website waar iedereen informatie, nieuws activiteiten makkelijk kan  vinden. Uw hulp is van harte welkom","Overaal in Nederland","Webdevelopment","realized","Webontwikkeling","2011-11-05","designer..., webontwikkeling, "
"225","882","2013-10-27","4","Wij hebben anthousiast medewerk hard nodig die kan met ons  in bestuur wonen, iemand die is niet bang voor uitdaring. we zoeken een  Persoon die niet koude ogen heb ,  een persoon die niet angst  heb  voor het starten van een mooi verhaal .twee uurtje per week , een verandering bij   vier weeks.

ST. MISA.
1.Wij zijn aan te zoeken voor  iemand die kan onze ondersteun in de administratie als secretariaat en P.R. 2.Een medewerker voor sociale netwerken via internetWij zijn een stichting die vecht voor een wereld zonder onrecht en armoede.waar iedereen mee telt.
wij  zoeken  iemand op de volgende punten:
.potentiële  en bestaande sponsors benaderen en vast leggen 
.roosters maken
.planningen van de activiteiten maken en voortgang bewerken
.evenement evalueren
.jaarverslag maken
.beleidsplan maken en of actualiseren
.uitdelen posters en flyers ophangen
.financiële verslaglegging maken.","Rotterdam ,Zoetermeer, Lansingerland, Pijnackers, Den-haag , Bleiswijk ...","Administration / Finance","closed","Aangebonden: Secretaris taak in bestuur.","2011-11-05","secretaris, "
"224","760","2011-11-08","4","Wij zijn op zoek naar iemand (of meerdere personen) die actief op zoek gaat naar een sponsor die bereid is 75 wegwerpcamera's te doneren.

Begin 2012 willen HAU en Melanie Rijkers (fotografe - www.mery.nl) een foto/kunst project met kinderen uit Kisozi en Jinja (nadruk ligt op weeskinderen, straatkinderen en tienermoeders) doen. Dit foto/kunst project houdt in dat kinderen een workshop aangeboden krijgen en de wereld een blik in hun leven gunnen door de lens van een camera en door middel van kunst. Dit project wil kinderen ook hun talenten laten ontdekken en talenten laten ontwikkelen of kinderen feeling laten krijgen het ontdekken en ontwikkelen van talenten en het wil empowerment aan deze kinderen bieden.  In totaal zullen 75 kinderen gaan deelnemen aan het fotografie gedeelte.  Daarom zijn wij op zoek naar 75 wegwerpcamera's die wij mee nemen naar Oeganda om dit project met de kinderen te gaan uitvoeren.  Wie wil ons helpen een sponsor te vinden die 75 wegwerpcamera's voor dit doel doneert?  Ook mogen meerdere mensen bij deze taak helpen zodat we in totaal die 75 wegwerpcamera's bij elkaar krijgen.  Zo kan het zijn dat wegwerpcamera's niet meer verkocht worden omdat ze bv. over de datum zijn, maar in feite gewoon goed genoeg zijn om dit project uit te kunnen voeren.  Dit soort camera's zijn voor ons project erg welkom!","In eigen omgeving","Social Work","realized","35 wegwerpcamera's voor Eyes of Africa project","2011-10-29","oeganda fotografie jeugd workshops kunst, "
"223","885","2013-10-27","4","PLEASE WE NEED YOU HELP AS A SOCIAL OR MEDIA CAMPAIGNER FOR THIS PROJECT TO HELP THE PEOPLE OF KWASO IN GHANA IN THE WESTERN PART OF AFRICA

PLEASE WE NEED YOUR HELP, SUPPORT AND DONATION SO THAT WE CAN REACH THE TARGETED AMOUNT FOR THE COMPLETION OF THIS PROJECT.
WE NEED A PERSONAL DEVOTION OF TIME AND RESOURCES TO CAMPAIGN AND SOLICIT FOR THE MONEY NEEDED FOR THIS PROJECT FROM THE PEOPLE OF THE NETHERLANDS.","The Netherlands","Social Media","in progress","PLEASE WE NEED YOU HELP AS A SOCIAL OR MEDIA CAMPAIGNER FOR THIS PROJECT TO HELP THE PEOPLE OF KWASO","2011-10-27","volunteer, socila media, fundraising, "
"222","943","2013-10-27","4","Someone with a creative mind and lots of energy to generate attention for the project in online settings.

Develop a key message for consumers as well as companies that uses recycled plastic and spread the word online. Thus, strategy and the start up execution.","At home, online","Online Marketing","open","Online Marketeer","2011-10-24","oeganda, twitter, uganda, kampala, waste, online, facebook, marketing, fairtrade, "
"221","943","2011-11-03","4","Building a website for the Waste Pickers Alliance to show who they are, what they do and generate awareness and familiarity.

Build and design a website for the Foundation Waste Pickers Alliance in Kampala (Oeganda). The content will be delivered by the Foundation. The website makes them more trustworthy to gain funding and attention for their project.","at home","Webdevelopment","realized","Webbouwer","2011-10-24","website, oeganda, uganda, kampala, waste, health, recycling, fairtrade, "
"220","904","2011-11-02","4","Het meehelpen aan het editen van bestaand materiaal om een promotiefilmpje over de doelgroep te maken.

Gedurende de maanden die ik voor het project in Brazillie was heb ik vele uren gefilmd. Dit alles moet nog gesorteerd en bewerkt worden. Tot dusver lukt het mij niet dit alleen te doen en ik heb dus iemand nodig die samen met mij er enige tijd aan wil besteden. Ik heb een doel voor ogen mbt het resultaat en het materiaal dat ik heb , heb ik gefilmd met dat doel voor ogen. Het is dus een kwestie van de juiste stukken bijeen zoeken. De crux zit 'm in de mate van belichting, de "" leukheid"" van scenes en dat er ea gedaan zal moeten worden met betrekking tot kleurcorrectie. Het gaat dus ook wel iets verder dan alleen knippen en plakken met Pinnacle studio.  Het liefst tref ik iemand die al ervaring heeft met Adobe Premiere en After effects.","Wat de taaknemer het beste uitkomt.","Photo / Video","realized","Promotiemaker","2011-10-23","thema, creatie, editing, "
"219","760","2011-11-02","4","Wij zijn op zoek naar iemand die de poster voor het Eyes of Africa project (te gebruiken in Oeganda ter promotie) wil ontwerpen.

Begin 2012 willen HAU en Melanie Rijkers (fotografe - www.mery.nl) een foto/kunst project met kinderen uit Kisozi en Jinja (nadruk ligt op weeskinderen, straatkinderen en tienermoeders) doen.  Dit foto/kunst project houdt in dat kinderen een workshop aangeboden krijgen en de wereld een blik in hun leven gunnen door de lens van een camera en door middel van kunst.  Dit project wil kinderen ook hun talenten laten ontdekken en talenten laten ontwikkelen of kinderen feeling laten krijgen het ontdekken en ontwikkelen van talenten en het wil empowerment aan deze kinderen bieden.  Om dit project te promoten in Oeganda willen wij graag her en der posters ophangen.  Wij zoeken iemand die een mooie poster kan ontwerpen voor dit project.","Thuis","Design","realized","Poster Eyes of Africa project","2011-10-23","oeganda fotografie jeugd workshops kunst, "
"216","760","2011-10-28","4","Wij zijn op zoek naar een schrijver die wat toeristische info kan schrijven voor onze website van het Catering project

Het Catering project van HAU heeft een restaurant in Jinja - @Eddy's.  De website van dit restaurant is: www.eddysrestaurant.co.  Jinja kent toerisme, denk maar aan Bujagali Falls en de source of the Nile.  Om klanten en toeristen te trekken zouden we op de website ook toeristische info willen plaatsen, maar willen dit niet zelf zomaar van wikipedia plukken.   We zijn op zoek naar een schrijver die een aantal toeristische plekken in en rond Jinja wilt kiezen en daar wat toeristische info over kan schrijven dat wij weer op de website kunnen plaatsen.","Thuis","Translating / Writing","realized","Toerisme in en om Jinja - schrijver gezocht","2011-10-18","uganda jinja toerisme, "
"215","390","2013-10-27","4","To mobilize people to donate used items such as clothes, shoes, toys and others to be donated to children living in families of People Living with HIV/AIDS.

- Promote our project in your own social media network
- Help us select and start new online social media to reach more people
- Help us execute fundraising ideas and activities.
- Help us mobilize and collect used items to be given to children.
- Help to liaise and link with institutions in your community to supporting HIV/AIDS and children issues.

We are looking for someone who is enthusiastic and motivated about our cause and who preferably is motivated about HIV/AIDS and children related issues.","virtue, it is online. You can promote this project from your own computer at your home or office and reach out to people who can donate used items such as clothes, toys, shoes etc.","Fundraising","open","Economic Empowerment Support to  Women Living with HIV/AIDS","2011-10-15","online marketing and promotion, social media, "
"214","982","2011-10-24","4","Wij zijn op zoek naar een zelfstandig stagiair of vrijwilliger voor het opzetten van fietstoerisme in Kenia.

Cycling out of Poverty is op zoek naar een stagiair of vrijwilliger die samen met een Keniaanse student van Maseno University het fietstoerisme in Kismu, Kenia kan helpen ontwikkelen.

Stappen die we moeten nemen:
- ontwikkel 4 fietstoers (waarvan 1 meerdaagse toer)
- ontwikkel marketing middelen voor fietstoerisme in Kisumu (brochure, website en flyers)
- onderneem andere middelen voor het boosten van het fietstoerisme (contact hotels, fietsverhuur, ontwikkel toeristen kaart, etc)
- bepaal de prijzen voor fietsverhuur en fietstoers
- implementeer een systeem voor fietsverhuur
- adviseer over de selectie van toergidsen en doe aanbevelingen voor trainingselementen voor de toergidsen

We zoeken iemand die:
- zelfstandig kan werken
- eerder in een ontwikkelingsland is geweest of weet dat hij/zij goed kan aanpassen aan de setting 
- sterke sociale vaardigheden heeft
- zich goed in het engels kan uitdrukken

Voor meer informatie stuur een email naar info@cyclingoutofpoverty.com","Kisumu, Kenia","Tourism","realized","Stagiair / vrijwilliger fietstoerisme Kenia","2011-10-14","fiets toerisme onderneming fietstoers kenia afrika, "
"213","390","2013-10-27","4","To promote our project in the social media to help us reach more people

- Promote our project in your own social media network
- Help us select and start new online social media to reach more people
- Help us execute fundraising ideas and activities.
- Help us maintain and promote our website, facebook group and other online platforms.
- Evaluate our promotion strategy

We are looking for someone who is enthusiastic about our cause and who preferably is motivated about HIV/AIDS related issues.","virtue, it is online. You can promote this project from your own computer at your home or office,","Social Media","closed","Economic Empowerment Support to  Women Living with HIV/AIDS","2011-10-14","online marketing and promotion, social media, "
"212","845","2013-10-27","4","We zoeken iemand die een actie wil organiseren om fondsen te werven voor dit project.

Laat je creativiteit de vrije loop; bedenk en organiseer een fondsenwerfactie, bv oliebollen of taarten bakken voor dit goede doel, of organiseer een creatieve middag waarbij de gemaakte dingen verkocht worden. Je kan ook een sponsorloop organiseren, of meelopen met de (avond) vierdaagse.","Waar je maar wil.","Fundraising","open","Fondsenwerfactie","2011-10-09","http://onepercentclub.com/projects/chickens4peace, "
"211","794","2013-10-27","4","Promotie van het project Computer lessen voor gehandicapte kinderen deel 2 via sociale media

Het project staat al sinds mei 2011 online. Tot nu toe word het door maar 7 personen gesteund en maar 165 euro is gedoneerd. Ondanks het goede testimonials, weblog, foto's en film lijkt het project heel onzichtbaar op 1% club website. 
Daarom is heel belangrijk dat er sociale media dringend ingeschakeld worden. 
Vooral is het belangrijk dat de film door zo veel mogelijk mensen gezien wordt.
Het zou handig zijn als het projecten waar films over geplaatst zijn geselecteerd kunnen worden op de zoek criteria op de 1% club website.","Facebook, twitter, hyves en andere sociale media","Social Media","closed","Promotie via sociale media","2011-10-09","war kinderen, sociale media, promotie, "
"210","966","2013-10-27","4","webontwikkeling en beheer

De stichting stepping stone Liberia is op zoek naar een enthousiaste man/vrouw die ons zou willen helpen met de verdere ontwikkeling van onze website en mogelijk zou willen meehelpen dit te beheren.
We hebben al een aardige website (word press) maar hebben nog een aantal mooie wensen die we graag zouden verwezenlijken.  
www.steppingstoneliberia.org","'s-Hertogenbosch","Webdevelopment","closed","web ontwikkeling","2011-10-09","ict, webontwikkeling, webdesign, webbeheer, "
"207","467","2011-10-17","4","We looking for volunteer(s) to help edit, compile and add background music for small video shots of the WIFE Project. Our project team will be travelling to Dongoroba on the first week of November to meet and discuss with village women, elders, make survey and measurement of the garden.. They would be gathering small videos which we want to compile to long coherent video...
If you can do this, please contact us

1. Compile small video shots into a longer and more coherent one
2. Edit the videos
3. Add background music
4. Add subtitles in English or Dutch","Online","Photo / Video","realized","Video Editing","2011-10-07","women's rights, video, the gambia, background music, edit, ebrima dem, "
"204","655","2011-10-14","4","creating a logo for online use for the bytes for peace project in Kibera Kenya, in order to visualise our efforts to buy laptops for the youth center.

creating a logo for online use for the bytes for peace project in Kibera Kenya, in order to visualise our efforts to buy laptops for the youth center. Inspired by the assistance at the 1% event, I already have some ideas about how this logo could look like (although extra input is always welcome), but I lack the skills to create it myself.","anywhere!","Graphic / Design","realized","creating a logo for bytes for peace","2011-10-04","youth, kibera, design, kenya, logo, "
"198","671","2013-10-27","4","Implemnetatie en hulp bij beheer functionaliteit

Concreet zou ik de volgende functionaliteit willen:
1. Per pagina kunnen instellen wat ik erop wil (per  
    sidebar instelbare functionaliteit)
2. Een mailprogramma vanaf de website kunnen starten 
    met en abonnees die zich hebben ingeschreven
    en door mij zelf te uploaden mailadressen enz.
3. Indien een wijziging gaat plaatsvinden van 
    bijvoorbeeld het weblog (waar Rene op gaat   
    schrijven) dat ik dan zelf kan besluiten de  
    gegistreerde gebruikers (2) of mailgroepen kan 
    aansturen en berichten dat er iets nieuws op de site 
    staat
4. Het kunnen plaatsen / installeren van Banners (van 
    sponser bedrijven) (deze worden namelijk door 
    sponsors gekocht) die als een
    soort animatie bewegen, draaien enz., kortom 
    levendig zijn
5. Kleuren en layouts kunnen aanpassen
6. Ik wil graag een virtuele webwinkel (aparte pagina) 
    met daarop mensen de keuze bieden om
    bijvoorbeeld 10,20,30 enz. liter benzine te kopen (wel 
    betalen, maar niet leveren)
    maaltijden (ontbijt, lunch, diner), kleding  
    (meisjesuniform, jongensuniform), cadeaubon(nen) 
    enz enz.
7. Of je eens wil bekijken of hetgeen ik gemaakt heb wel 
    de juiste structuur heeft.
8. Met sociale media de site kunnen volgen, 
   updates/wijzigingen ontvangen enz.
De site zou in mijn ogen moeten bestaan uit een informatief deel, weblogdeel, sociale media deel,
sponsor en webwinkel deel e.d. en dat onder de nodige beveiliging, flexibel, snel makkelijk aanpasbaar.
Ik realiseer mij dat ik nogal veel vraag, maar mijn wens is niet dat jij alles moeten doen maar dat ik
weet hoe ik dingen kan/moet doen, hoeft ook niet alles tegelijk maar zodanig dat ik het zelf kan.
Ik hoop dat je Child and World hiermee van dienst kan zijn en wacht met spanning je reactie af. Alvast dank Eric van der Beek (penn. Child and World)","Website url:","Administration / Finance","closed","Hulp bij verder toevoegen functionaliteit","2011-09-26","website, child and world, iets doen, taken, "
"197","587","2011-09-30","4","Rond 1 oktober gaan we in het teken van internationale ouderendag de situatie van ouderen wereldwijd in de schijnwerpers zetten. Hierbij kunnen we jouw hulp goed gebruiken!

Rond 1 oktober gaan we in het teken van internationale ouderendag de situatie van ouderen wereldwijd in de schijnwerpers zetten. 

We zoeken enthousiaste mensen die ons kunnen helpen het onderwerp onder de aandacht te brengen. We zullen aanwezig zijn op verschillende plekken in het land. 

Het idee is om mensen te vragen welk (mensen)recht zij het belangrijkst vinden voor ouderen wereldwijd. Met dit recht zullen zij op de foto worden gezet, die zij later op de website van WorldGranny terug kunnen vinden. De rechten worden gekoppeld aan de projecten, zoals ""recht op kennis"" gekoppeld kan worden aan het Laos project, waarin ouderen voorgelicht worden over het belang van hygiëne en schone toiletten.","Provincies Utrecht en Noord-Holland","Social Work","realized","Vrijwilligers gezocht voor 1 oktober: Internationale Ouderendag","2011-09-20","ouderen, vrijwilligers, "
"196","926","2011-09-30","4","To promote our project in the social media to help us reach more people

- Proofreading our blogs, checking on English and help us (re)writing if necessary
- Promoting our project in the social media like Twitter, Facebook etc.
- To make a Facebook page for our project
 
We are looking for someone who is enthusiastic about our project and who preferably is familiar with India (Tamilnadu) and the cast system.","You can promote our project from your own computer","Social Media","realized","Economic empowerment for HIV/AIDS infected and affected   women in   Tamilnadu","2011-09-20","blogs, twitter, online marketing, facebook, online promotion, social media, "
"194","289","2013-10-27","4","we willen voor dit project een eigen website maken.

op deze site moet het mogelijk zijn om giften te geven en we gaan uitgebreid in op het werk en het project.","vanuit huis","Webdevelopment","closed","Website bouwen","2011-09-13","design, website, programmeren, "
"191","947","2011-09-15","4","Design of a Logo for DigiWomen initiative.

DigiWomen is a programme in South Africa to uplift women through the use of Digital Media. We need a creative to design an out of the box logo for this initiative that the women can be proud of.","home/office/virtual","Graphic / Design","realized","Logo Design","2011-09-05","empowerment, logo design, "
"189","947","2013-10-27","4","DigiWomen would like to connect with women in other parts of the world through Social Media. A Skype guest talk would be valuable to the ladies in this project.

To show the women part of the DigiWomen programme that they are valued, a Skype call during one of their sessions would be so meaningful to these ladies. So what we require is a call in one of the sessions and just share how you are using Social Media. Also to follow their progress online and connect with them via Social Media platforms would be great.","from home/office/virtual","Social Media","closed","Skype Chat to Africa","2011-09-05","social media, "
"185","623","2013-10-27","4","Alles wat nodig is voor het lichamelijke en geestelijke welzijn van onze kinderen

Psychological help, physiotherapy, examines of the general health of the children, vaccinations, any kind of support that is in your line of knowledge in healthcare","Quito en Peguche","Health","open","welzijn kinderen","2011-08-05","dokter, lichamelijke hulp, vaccinaties, gezondheid, verpleegkundige, fysiotherapie, "
"183","623","2013-10-27","4","marketing plan maken

1.	Making a plan to gain more money to help Villa Ticca, setting up an event or do research
2.	Making a plan to get Villa Ticca more known by the people in Ecuador, marketing plan
3.	Make a plan of how to make Villa Ticca work as an auto system, how can they financially take care of themselves in the future?
4.	Making a plan to get Villa Ticca more known by the people in Holland, marketing plan","Ecuador en Nederland","Project Management","open","marketing","2011-08-05","bekendheid geven aan, fundraising, "
"182","623","2013-10-27","4","Het bijhouden, aanplanten van de groentetuin

1.	Keep the fruit- and vegetable yard clean and harvest if necessary or plant new seeds","Peguche","Agriculture / Environment","open","werkzaamheden in de groentetuin","2011-08-05","groentetuin onderhoud, "
"181","623","2013-10-27","4","hulp bieden bij onderwijs

1.	Giving gymnastic classes to the children
2.	Teach English to our teachers
3.	Teach to write and read to mothers of the children of Villa Ticca and neighbors
4.	Teach English to the older children of Villa Ticca in the afternoon
5.	Give a period of time classes to the children about something that you like within a theme, like an art project, cultural project, sport project etc.
6.	Making your thesis or do your practice in Villa Ticca, we’ll help you in a professional way and you help us with the results
7.	Giving workshops to the parents of the children of Villa Ticca, about nutrition, violent, health etc.
8.	Teach to write and read to mothers of the children of Villa Ticca and neighbors","Quito en Peguche","Education","closed","onderwijs","2011-08-05","engelse les geven, workshops geven, gymlessen, lezen en schrijven voor de moeders, "
"180","623","2013-10-27","4","opknappen van de gebouwen en de omgeving

Villa Ticca Quito
1.	Paint the outside wall
2.	Paint the inside walls of every room
3.	Fill up the holes in the walls 
4.	Make a new office with a nice desk, bookstore, and a working place for our bookkeeper

Villa Ticca Peguche
1.	Paint the ceiling of the hall, it is damaged because of too much rain
2.	Paint the walls inside, they get damaged very easily because of the rain
3.	Making a fence and a new place for the guinea pigs and the chickens
4.	Building a new house for Dolores, an 65 old woman that lives very poorly
5.	Build a little playground, we need a swing, a glide and other cool stuff

5.	Build a dividing slide for the bedroom
6.	Build a little playground, we need a swing, a glide and other cool stuff","Quito en Peguche","Architecture","open","Villa Ticca Quito en Peguche","2011-08-05","opknappen gebouw, verven, opknappen speelplaats, opknappen interieur, "
"177","549","2013-10-27","4","FairPen is op zoek naar iemand met een financiele achtergrond die af en toe onze boeken wil controleren en financieel advies wil geven.

Omdat wij zelf niet de financiele expertise in huis hebben en graag af en toe eens iemand naar onze cijfers willen laten kijken zijn we op zoek naar een financieel adviseur, boekhouder of accountant. Deze taak kan heel flexibel uitgevoerd worden.","Flexibel","Administration / Finance","closed","Financieel adviseur","2011-05-24","financien, jaarrekening, accountant, adviseur, "
"175","691","2011-06-01","4","Business plan financieen doorlopen en verbeteren

Met enkel techneuten in ons team zoeken wij hulp om onze financiele cijfers goed en professioneler weer te geven voor externe communicatie en in ons business plan.","Overal","Economy / Business","realized","Financiele analyse doorlopen","2011-05-22","business plan financieen doorlopen, "
"174","691","2011-06-01","4","Ter ondersteuning van het project willen we enkele kernconcepten visueel weergeven.

Voor het project zouden we graag enkele kernconcepten visueel weergeven. Hierbij zouden we hulp kunnen gebruiken bij hoe we dit moeten weergeven en concreet ontwerp hiervan.","Overal","Graphic / Design","realized","Weergeven key concepts","2011-05-22","illustrator, photoshop, ontwerpen, "
"173","826","2011-05-30","4","Ondersteunend lesmateriaal maken voor leerkrachten die sola light. De schoolsituatie van kinderen in Kenia in rurale gebieden onder de aandacht willen brengen

Spel? competitie? sponsorproject?  Ik weet het niet precies, maar op een aansprekende manier scholieren in staat stellen geld in te zamelen, zodat ze een vriendje scholier in Kenia kunnen helpen","thuis","Education","realized","les materiaal aanmaken voor basisscholen","2011-05-20","onderwijs, "
"170","359","2011-05-09","4","Ik zoek iemand die mij kan ondersteunen bij het bekend maken van dit project met verschillende internet mogelijkheden.

Mijn probleem: Ik heb niet veel verstand van internet en toch wil ik naamsbekendheid geven aan het project van Chance2Change-Ghana via een breder netwerk dan alleen mijn familie en vrienden. Ik heb bijvoorbeeld al moeite met waar ik wat zou moeten plaatsen op deze 1% website. Ik hoor ook dat je via Twitter en facebook etc makkelijk updates kunt geven over het project om mensen te informeren maar ik weet niet hoe dit werkt. Waar zet je welke info etc. Daarnaarst begrijp ik ook niet hoe je dit dan kunt koppelen aan een breder netwerk als alleen je vrienden en familie zonder er mensen onwillig mee lastig te vallen. Ik woon in Ghana en voor mij is het internet niet altijd beschikbaar. Ook ben ik niet goed in het uitvogelen van dit soort dingen.  

Ik ben op zoek naar iemand die veel verstand heeft van de verschillende manieren om een groot netwerk te bereiken via internet. Dit om het project van Chance2Change-Ghana onder de aandacht te brengen bij de mensen in o.a. Nederland. En deze persoon mij dus helpt met deze zaken. De teksten en foto's kan ik prima aanleveren maar hoe te verspreiden is voor mij een vraag. 

Ik ben dus opzoek naar iemand die het leuk vind en enthousiast is om mij hierbij te helpen de nodige accounts aan te maken en samen te kijken naar welke informatie er waar geplaatst zou kunnen worden. 

Als resultaat zou ik graag willen zien dat het project meer naamsbekendheid krijgt, de mensen in Nederland  mee krijgen hoe het er hier in aan de andere kant van de wereld aan toe gaat, wij onze belevingen kunnen delen met andere die hier in geinteresseerd zijn. En het zou natuurlijk leuk zijn als er vanuit deze invalshoeken de nodige sponsering voor het project Chanc2Change-Ghana binnen komen.","Vanuit thuis.","Marketing / PR","realized","Social media buddy gevraagd..","2011-04-29","twitter, facebook, hyves etc., "
