"Project_Budget_External_ID__c","Project__c","Costs__c","Description__c"
"43679","1643","4950.00","300 person X Euro 16.5"
"43751","1333","5000.00","werkplaats"
"19438","305","2100.00","Uitvoeren Sport programma en workshops gedurende 1/2  jaar"
"19439","305","200.00","Aanschaf Sportmateriaal"
"19440","305","400.00","Voorbereidingstraining
workshop media, social media"
"19441","305","200.00","Tussentijdse evaluatie momenten en training van vrijwilliger (In service & Mid Term)"
"19442","305","750.00","Kosten gastgezin"
"19443","305","450.00","Levensonderhoud vrijwilliger"
"19444","305","350.00","Reiskosten binnen Zuid-Afrika"
"19445","305","100.00","Aansprakelijkheids- en ziektekostenverzekering vrijwilliger"
"19446","305","320.00","Begeleiding van vrijwilliger door SCORE"
"19461","725","1500.00","Training in Improved Agricultural Practices"
"19462","725","600.00","HIV Counseling and Testing"
"19463","725","650.00","Nutrition sessions targeting those on Anti Retroviral therapy and their caregivers"
"19464","725","900.00","Training in Improved Agricultural Practices"
"19465","725","900.00","Training in IGA, business skills and enterprise development."
"19466","725","450.00","Training in Income Generating Activities, business skills and enterprise development"
"41025","1367","235.00","150 mtr waterleiding, koppelstukken, kraan, afsluitkraan, slot"
"41026","1367","79.00","betonijzer, zand, cement"
"41027","1367","25.00","ophalen materialen"
"41028","1367","290.00","Loodgieter"
"41029","1367","15.00","aanvragen licentie en gebruiksnummer"
"41030","1367","75.00","reiskosten voor inschrijvingen, internetkosten, vergaderingen"
"41031","1367","56.00","aanschaf gereedschap"
"41032","1367","38.00","transactiekosten"
"34461","935","281.00","Elektriciteit: 281 euro"
"34462","935","312.00","trap; 312 euro"
"34463","935","312.00","toilet: 312 euro"
"34464","935","398.00","vloer: 398"
"34465","935","900.00","muren en plafond pleisteren, schilderen en afwerken: 900 euro"
"34466","935","470.00","deuren, ramen: 470 euro"
"22413","875","500.00","1 x € 500,- euro aan circus materiaal van circus school Hannes & Co. 
(balls, flags, chinese plates, flower sticks, ‘pancakes’, clubs, scarves, diabolo,..)"
"34467","935","1100.00","dak, dakgoten: 1100 euro"
"42351","1549","3750.00","Tools                                        1000,-   
Mechanic teacher salary	      1000,-
Spare parts                                500,-
Supported materials                                     250,-                                                  "
"42508","580","3422.00","schoolgebouw verven
€ 1265 =  $ 1780 USD olieverf
€ 875  = $ 1230 USD waterverf
€ 185 = $ 260 Mastiek 
€ 43 = $ 60 groen papier
€ 39 = $ 55 Kwasten en borstels 
€36 = $ 50 rollers
€ 837 = $ 1177,50 arbeid
€ 142 = $ 200 onvoorzien"
"42509","580","978.00","Stukwerk muren
€ 640 = $ 900 voor 50 zakken cement ad 18 per stuk
€ 142 = $ 200 voor een wagenlading zand
€ 196 = $ 275 voor arbeid"
"34468","935","1218.00","bakstenen en cement: 1218 euro"
"21503","790","192.00","contingency en administratie van 4%"
"21504","790","145.00","transportkosten om materialen aan te schaffen en cursisten tegemoet te komen"
"21505","790","1449.00","vergoeding voor 2 trainers, elk US$ 1000,-"
"21506","790","145.00","complete set geplastificeerde technische tekeningen"
"21507","790","363.00","handleidingen voor cursisten"
"21508","790","163.00","kleine extra investering in de werkplaats"
"21509","790","435.00","18 meter (guy-wired) toren van 100% galvanised metaal"
"22099","669","222.00","Fonds voor deelnemers (eten, drinken) 18,50 x 12"
"21510","790","426.00","overige bouwmaterialen wind turbine, zoals schroeven, verf, bouten en moeren, metaal, kleine elektrische componenten, zekeringen, switch, etc..."
"21511","790","700.00","Accubank om elektriciteit in op te slaan"
"21512","790","210.00","Elektronische controller of accubank efficent op te laden"
"21513","790","200.00","wind meter en logger"
"21514","790","150.00","inverter om DC-spanning om te zetten in AC"
"21515","790","90.00","grondstoffen voor bladen"
"21516","790","180.00","sterke magneten"
"21517","790","50.00","5 kg koper om spoelen te wikkelen"
"19541","674","350.00","Paint and Cleaning"
"19542","674","350.00","Lights, doors, windows and Fixtures"
"19543","674","150.00","All Labor costs (Painting, electrician, plumbing,  etc)"
"44745","1522","200.00","@ EUR200
building the supporting post"
"44746","1522","500.00","@ EUR500
buying the building materials"
"44747","1522","500.00","buying seedling for tomatoes and onions @ EUR500"
"44748","1522","500.00","@ EUR600
planting and naturing"
"44749","1522","500.00","@ EUR500
water connections and pipes"
"44750","1522","600.00","@ EUR600
labour"
"44751","1522","300.00","@ EUR300
laying the foundation"
"44752","1522","160.00","1% club 5%"
"44821","1683","500.00","Material"
"44822","1683","1300.00","Technical Labour and Fabrication /  manufacturing"
"44823","1683","650.00","Field support and training"
"44824","1683","3000.00","Motorbike for ambulance @ € 600 x 5"
"44825","1683","1200.00","Telephone handset and line for Call centre"
"44826","1683","2800.00","Fuel and Drivers for six month"
"44827","1683","200.00","Transport"
"20971","735","200.00","Training of Medical Staff of Kenyatta National Hospital (4 euro's) per week"
"20972","735","250.00","Weekly Personal Coaching to 30 clients with epilepsy, 500 ksh (5 euro's) per week"
"20973","735","250.00","Weekly Epilepsy Education to 30 clients with epilepsy, 500 ksh (5 euro's) per week"
"20974","735","290.00","Training Materials; 1500 leaflets of 6 ksh and 100 booklets of 200 ksh on epilepsy for the medical staff."
"42980","1617","800.00","- Buying wood"
"42981","1617","300.00","- Buying equipment for making bee-boxes"
"42982","1617","200.00","- Transportation for providing bee-boxes for 70 poor beekeepers"
"42983","1617","300.00","- Breakfast, lunch and dinner and staying fee at hotel in provinces"
"42984","1617","400.00","- Workers for making bee-boxes for 70 poor beekeepers"
"44261","1542","90.00","Computer Desks (6 * €15.00)"
"44262","1542","10.00","Power Sockets (3 * €3.50)"
"44263","1542","480.00","Trainer Salary (240 hrs * €2.00 p/h)"
"44264","1542","75.00","Printer, Ink & Paper (1 * €75.00)"
"43412","1584","600.00","verbinding van watervoorziening"
"43413","1584","1200.00","bouw 2 kleine kiosken( cement,ijzer,bouwsteen)"
"43414","1584","1500.00","bouw muur om het veld"
"43415","1584","500.00","Inrichting Interieur van kiosken	""Keuken apparatuur"
"43416","1584","1000.00","bouw tribune bovenop kiosken	Bouw materialen"
"43417","1584","200.00","Doelen met net voor het veld"
"44265","1542","360.00","Internet Connection (12 months * €30)"
"44266","1542","10.00","Power Converters (3 * 3.50)"
"44267","1542","90.00","Computer Repair (3 * €30)"
"41033","588","680.00","Inrichting van de 1e patiëntenzaal"
"41034","588","680.00","Inrichting van de 2e patiëntenzaal"
"41035","588","900.00","Inrichting Keuken"
"41036","588","850.00","Inrichting Voorlichting en Opleidingszaal"
"41277","1487","650.00","stucen, gipsplaten, pvc etc"
"41278","1487","150.00","metaal"
"41279","1487","800.00","zand en gravel"
"41280","1487","1000.00","golfplaten"
"41281","1487","400.00","stenen"
"41282","1487","2000.00","cement"
"21518","790","95.00","kabel van turbine naar beneden"
"44268","1542","180.00","Computers & Peripherals (1 * €180)"
"44269","1542","80.00","admin costs"
"41422","1554","1000.00","Voorlichting (HEP)"
"41423","1554","470.00","Transport, voeding en rapportage voor 2 spreek uren"
"41424","1554","600.00","Ramona en medisch team voor 2 spreekuren"
"41425","1554","1400.00","Medicijnen voor 2 spreekuren"
"41528","1254","740.00","Showkasten (4 kasten met afsluitbaar deel, handgemaakt)"
"22095","669","333.00","Gas, water, licht voor de winkel. Per 3 maanden, 111,14 x 3"
"22096","669","239.00","Reiskosten deelnemers, 13,30 x 18"
"22097","669","432.00","Rode en witte klei (450 kg). 0,96 x 450"
"22098","669","309.00","Lakverf (20 liter), 7,40 x 20"
"44735","1634","229.00","100*2.28678"
"19618","570","3234.00","Constructie materiaal zoals zand, cement en grind"
"19619","570","595.00","Plafonds"
"19620","570","325.00","Elektriek"
"19621","570","106.00","boite d'émail  (verf)"
"19622","570","732.00","constuctie metalique"
"22100","669","2000.00","Elektrische oven om op hoge temperaturen te bakken"
"41529","1254","441.00","Boek- en spelpakketten (5 pakketten, voor ieder niveau 1 pakket)"
"41530","1254","475.00","Computers (2 computers als wereldwijde informatiebron en 
computer kunnen we tevens gebruiken voor uitleenregistraties)"
"41531","1254","590.00","aansluiting op internet plus abonnement voor 2 jaar"
"41532","1254","100.00","onvoorzien (administratie & arbeid)"
"43654","1400","4000.00","10 laptops a 400 €"
"43655","1400","160.00","2 printers a 80 €"
"43656","1400","200.00","Cartridges 5 x 2  a 20 €"
"43657","1400","595.00","LCD Projector a 595 €"
"43658","1400","32.00","2 x 8GB USB Flash Disk a 16 €"
"43752","1232","132.00","Computer Books/Study Material"
"43753","1232","312.00","Cost of Tables & Chairs"
"43754","1232","156.00","Cost of Printer 1"
"43755","1232","600.00","LCD Projector 1"
"43756","1232","3800.00","Purchase of 10 Computers each at Euro 380 (380 x 10)"
"36578","1388","3000.00","bakstenen, zand, cement, water, stenen, dakbedekking"
"36579","1388","1950.00","bouwplaatsmedewerkers en transport van materialen op de bouwplaats"
"36825","1416","66.00","diverse"
"36826","1416","100.00","office supplies"
"36827","1416","550.00","furniture"
"36828","1416","534.00","computer"
"23041","878","100.00","Folders over basis hygienische regels"
"23042","878","5000.00","1 kit ( 1 doos tampoons, 1 doos maandverband, zeep)= 5 EURO"
"23043","878","100.00","lesmaterialen over hygiene,
eigen bijdrage"
"38832","1403","250.00","Resterende keuken materialen zoals extra pannen, potten, borden, een koelkast."
"38833","1403","460.00","Meer meubels voor alle ruimtes zoals o.a. de centrale woonruimte, slaapkamers, kantoor/studieruimte. Nodig zijn tafels, stoelen, kasten, etc."
"38834","1403","70.00","Educatie materiaal zoals een whiteboard, markers, lees- en studieboeken , pennen, potloden etc."
"31851","1071","400.00","Inrichting van een speciale speelruimte waarin de kinderen geobserveerd kunnen worden"
"31852","1071","275.00","Educatief speelgoed"
"31853","1071","150.00","Pedagogische boeken"
"31854","1071","125.00","Trainingen en trainingsmaterialen voor onderwijzers"
"38835","1403","140.00","Badkamer materiaal, zoals kammen, borstels, spiegels en handdoeken, maar ook knijpers, waslijnen, droogrekken. etc."
"38836","1403","90.00","Diverse algemene inboedel zoals; speelgoed, lampen, ventilator, klamboe e.d."
"28378","744","3000.00","tweedehands minibus"
"42985","1478","166.00","1x166"
"42986","1478","3322.00","200 x 16.61"
"22663","902","722.00","3x Bunk Beds 	R 3330,00
4x mattress 	                        R 2754,00
1x Kitchen cabinets	R 800,00
1xParaffin stove - stove 	R 150,00
2x Curtains  	                        R 300,00
2xWashing basin 	R 98,00
                                          "
"44141","1514","775.00","Opleiding handwerken en (kunst) voorwerpen. 20 weken, 2 dagen per week."
"44142","1514","525.00","Materialen tijdens opleiding"
"44143","1514","350.00","Materialen voor 1e verkoop van producten"
"44144","1514","100.00","Marktkraam materialen en maken"
"38027","1480","477.00","1.pan-sate  for 32 unit. par pan-sate NR. 1700"
"27697","920","4546.00","Grondstoffen (beton, zand en kiezels)"
"27698","920","227.00","Onvoorziene kosten (5%)"
"27699","920","227.00","Administratiekosten (5%)"
"38028","1480","392.00","2. Cement 32 packet par packet 50 kg. par packet NR.1400"
"38029","1480","70.00","3. Steel rad 32 toilets for 64 kg  par kg NR.125"
"38030","1480","308.00","4.Tenn 32 Toilets for 62 plate par plate NR.550"
"38031","1480","421.00","5.Transportation charge One Toilets all Materials for   NR.1500"
"38032","1480","2105.00","6.Maintenance worker  charge  par toilets for NR.7500"
"24238","729","305.00","Bouwmateriaal zoals hekken, palen en  gereedschap. Tevens de aankoop van de eerste zaden en planten."
"24239","729","404.00","Werkgelegenheid voor een lokaal iemand om de bouw uit te voeren  voor 56 dagen. Het overige werk wordt met vrijwilligers gedaan."
"24240","729","812.00","Het salaris van een coördinator voor 114 dagen. Hierna komt de coördinatie bij de leraren van de school te liggen (zij worden hiervoor opgeleid)."
"41283","1105","1100.00","20 schoolbanken, tafel en stoel onderwijzer = 22 x € 50,= € 1.100,-"
"22906","966","875.00","125 seizen"
"22907","966","750.00","75 grassnijders"
"22908","966","1500.00","goede werkkleding"
"22909","966","1500.00","35 Kruiwagens"
"22910","966","250.00","Klein bevestigingsmateriaal voor bouw zoals spijkers etc."
"42352","1295","4000.00","400 euros loans for female farmers x 10"
"42353","1295","500.00","Project management"
"42354","1295","500.00","Grant management"
"40619","1278","2500.00","lakens, 3 per bed, x 50x28 = 1400 euro
dekens, 50 x 22=                   1100 euro"
"37691","1045","500.00","Training en kantoor materiaal"
"37692","1045","750.00","Extra computers (voor studenten) en  laptops (voor trainers)"
"28309","996","3800.00","100 x €38"
"28379","801","525.00","Transactie- en administratiekosten"
"28380","801","500.00","Transport en lunch 10 vrouwen * €50,- voor overdracht Kuna traditie"
"28381","801","3750.00","Productiekosten theatervoorstelling"
"28382","801","750.00","Lesmateriaal (overdracht Kuna traditie)"
"28383","801","675.00","Huur repetitie ruimte 6 mnd"
"37693","1045","660.00","Calamiteiten (bij noodgeval studenten e.g. opname in ziekenhuis, nood huising)"
"37694","1045","300.00","Furniture (extra tafels en stoelen voor computer ruimte)"
"43902","1653","4946.00","construction                          = 461.5"
"25502","381","5700.00","1 Vehicle x 5700"
"24959","639","750.00","Essential materials needed for carpentry training:
    * Tables & chairs
    * Cupboards
    * Different woods"
"24960","639","1250.00","Essential pieces of equipment      needed for dress making (    * Tape measures
    * Dressmaker’s shears (Scissors)
    * Tailors Chalk
    * Paper scissors
    * Pencils and rulers
    * Different types of cloth)"
"24961","639","900.00","Chairs 30 x 30"
"24962","639","450.00","Tables for sewing machines 30 x 15"
"28384","801","1600.00","Transport en lunch 18 jongeren * 6 maanden * $20 p.m. (= $1 p.d.)"
"28385","801","400.00","Publiciteit en communicatiekosten"
"28386","801","2400.00","Coördinatie, projectleiding, workshopleider(s) en overhead 6 mnd * $500"
"28387","801","400.00","Vergunningen speelplekken en transport per voorstelling"
"43903","1653","4962.00","purchase of piglets 25 x 30000 = 750000
purchase of feed 150 x 20000 = 1875000
purchase of drugs = 100000
purchase of tailoring items 500000"
"43904","1653","1100.00","Administrative cost = 1100"
"25052","670","440.00","tuba           € 440,-"
"25053","670","180.00","trombone   € 180,"
"25054","670","220.00","base drum € 220,-"
"25055","670","90.00","Onkosten partnerorganisatie (7%) 
€   90,-"
"25056","670","440.00","baritonsax € 440,-"
"37695","1045","500.00","Trips en outdoor activiteiten (e.g. bezoek aan National Parks, hotels en lodges)."
"25587","969","2500.00","10 PC x 250"
"25588","969","250.00","10 Tabels x 25"
"37696","1045","700.00","Diploma uitreiking klas 3 (graduation ceremony)"
"40620","1278","2500.00","lakens, 3 per bed, x 50x28=1400 euro
dekens, 50x22=                   1100 euro"
"41284","1105","2800.00","Aanschaf 80 drachtige varkens a  €   35,-"
"24294","829","500.00","Zaden (voor kraambedden)"
"24295","829","98.00","Seizen 14x  à 7 euro"
"25589","969","500.00","10 Tabels x 50"
"25590","969","750.00","Divers items (sockets, Moden, etc)
Decoration"
"38033","1033","4436.00","Providing Seed Money to 50 FSWs the distribution of Seed money will be vary as per the business."
"38034","1033","145.00","Providing training to FSWs on Income Generating Business  (Finance Planning and Management, Marketing, Communication Skills, Books & Accounts Keeping, Savings, and Repayment) @ Rs. 100 x 50 x 2 days"
"38035","1033","73.00","Providing training on Reproductive Health & General Health @Rs.100 x 50 x 1 day"
"38036","1033","181.00","Exposure visit  to  likeminded NGO’s who are doing IGP  successfully"
"38037","1033","145.00","Evaluation , Documentation &   Submission of reports"
"36997","1055","1587.00","Training Instructor fees.
10 MEDP X 10 Days X Rs.1,000 per Day"
"36998","1055","1587.00","Tools and Equipments   
10 MDEP X Rs. 10,000 per MEDP"
"36999","1055","1428.00","Raw Materials for the Training. 
10 MDEP X Rs.300 per Person X  30
Trainees."
"24296","829","120.00","Schoffel 12 x à 10"
"24297","829","90.00","Grassnijders 9x € 10"
"24298","829","120.00","Gravers 10 stuks X €  12.00"
"24299","829","96.00","12 scheppen à € 8 per stuk"
"24300","829","120.00","Werkschoenen 12 paar à € 10,00 per paar"
"24301","829","25.00","Werkhandschoenen 10 paar à € 2,50 per paar"
"24302","829","75.00","Kleine gereedschappen ( Geschat bedrag)"
"24303","829","300.00","4 kruiwagens a 75 euro"
"23592","1046","5000.00","School
Inventaris"
"23593","1046","5000.00","leermiddelen"
"25885","1035","400.00","Vlambehandelaars"
"25886","1035","400.00","Mal om fietsframe te maken"
"25887","1035","280.00","kolomboor inclusief boren"
"25888","1035","640.00","8 werkbanken"
"25889","1035","250.00","Velligheidsmateriaal  (brillen, handschoenen, ed.)"
"25890","1035","150.00","Lasapparaat"
"40621","1241","600.00","aanschaf materiaal voor zwangerschapssimulatie"
"40622","1241","400.00","bekendmaking van de training, werving deelnemers"
"40623","1241","3000.00","kosten van de trainer"
"40624","1241","750.00","locatie- en administratiekosten"
"42775","1077","70.00","- Traveling cost for select 150 trainees"
"40899","1415","4900.00","Bouw van een watertappunt met toiletvoorziening kost, inclusief alles € 2450. We bouwen er twee van."
"23542","272","300.00","Drie gebruikte naaimachines (100,- per stuk)"
"42776","1077","400.00","- Snack and coffee break of 75 trainees for attend training on making products by silks"
"42777","1077","400.00","- Snack and coffee break of 75 trainees for attend training on making products by water-hyacinth"
"42778","1077","50.00","- Copy document"
"42779","1077","100.00","- Books and pens"
"42780","1077","1000.00","- 10 sewing machines"
"42781","1077","400.00","- Buy iron, silk and cloths for trainees practice"
"23349","593","2000.00","1x capacity building waaronder eten, drinken,transportkosten en training van de veldmedewerkers."
"23350","593","2773.00","1x materiaalkosten en onderwijsbenodigdheden kinderen.  Deze benodigdheden zijn oa een  spaarkaart behorende bij het lesprogramma, kopieën, potloden, kleurpotloden, stiften en materiaal voor de kerstkaarten"
"23351","593","162.00","digitale camera en rugzak"
"42782","1077","300.00","- One machine for cutting icon"
"25028","1064","500.00","Solar lamps (50x10eu)"
"25029","1064","160.00","Blankets (80x2eu)"
"25030","1064","336.00","Kerosene stoves (48 x 7eu)"
"23460","876","75.00","onvoorzien kosten (<5%)"
"23461","876","45.00","Pomp: other materials (150 000 UShs)"
"23462","876","172.00","Pomp: Blac bos starter 0.5 Hp (567 000 UShs)"
"23463","876","364.00","Pomp: Submersible pump motor 0.5 Hp (1 200 000 UShs)"
"23464","876","212.00","Pomp: Submersible pump SVM 55/14 (700 000 UShs)"
"23465","876","34.00","Pomp: Cable joint kit (111 800 UShs)"
"23466","876","18.00","Pomp: Cover plate (60 000 UShs)"
"23467","876","67.00","Pomp: Pedestal 6"" x 7"" (220 000 UShs)"
"23468","876","606.00","Pomp: Installation cost (2 000 000 UShs)"
"41533","815","165.00","Overige diverse materialen"
"42783","1077","1200.00","- Renting building"
"42784","1077","3400.00","- Project leader and officers"
"38038","885","200.00","Stone"
"38039","885","220.00","Sand"
"38040","885","700.00","Cement, Iron rods and Nails"
"38041","885","600.00","Frames, burglar bars, glass panes, 4Windows, 1 Double Door"
"38042","885","400.00","Transport of Materials to site"
"38043","885","800.00","Assorted Books"
"38044","885","800.00","Roofing Materials (Wood, &Roofing sheets)"
"38045","885","1000.00","Furniture (Tables and Chairs, and Book Shelves and Ceiling Fan)"
"38046","885","700.00","Blocks"
"38047","885","166.00","Total Unforeseen = Cost +%5 0f cost"
"25074","659","3750.00","bouwmaterialen fundering, muren, dak en houten onderdelen: 3750,="
"25075","659","750.00","Loonkosten"
"25076","659","510.00","Maaltijden vrijwilligers"
"25077","659","290.00","Koersverschillen"
"25246","655","150.00","Aanleg electronica"
"25247","655","500.00","1 scanner/kopieermachine"
"25248","655","4000.00","Laptops (16x250)"
"25249","655","500.00","Aanleg internet toegang"
"24193","1051","10.00","diversen x 10"
"24194","1051","50.00","Hoekvlaggen"
"24195","1051","20.00","slagstatief x 20"
"24196","1051","16.00","2 balpompen x 8"
"24197","1051","20.00","2 honkbalknuppels x 10"
"23019","685","675.00","zand, cement, stenen, golfplaten en WC potten"
"23020","685","175.00","2 man"
"24198","1051","20.00","2 slaghouts x 10"
"25250","655","100.00","4 Computer tafels"
"25303","617","3000.00","Renting Technical equipment such us lights, microphones, place for Rehearsals and food. 

Foods costs including one meal and two snacks will represent 7 euros per person (15 participants plus facilitators)  each day. Renting the theater costs 95 euros p"
"25304","617","1000.00","Bus shuttles  to Rehearsal Location"
"24199","1051","25.00","50 teamlintjes x 0.50"
"24200","1051","60.00","20 pionnen x 3"
"24201","1051","240.00","30 tennisrackets x 8"
"24202","1051","50.00","10 cricketballen x 5"
"24203","1051","75.00","50 tennisballen x 1.50"
"24204","1051","100.00","10 volleyballen x 10"
"24205","1051","100.00","10 voetballen x 10"
"24206","1051","60.00","Verzendkosten van stad naar binnenland"
"24207","1051","60.00","6 x speltegels x 10"
"24208","1051","60.00","6x slagbalhonken x 10"
"24209","1051","280.00","2 dugouts+banken (lokaal gemaakt) x 140"
"24210","1051","150.00","transport van zand per vrachtwagen"
"24211","1051","200.00","onvoorziene kosten"
"24212","1051","10.00","5 ballen netten x 2"
"24246","364","399.00","Keuken benodigheden (2 grote pannen, 2 grote hogedruk kokers, 4 grote roerlepels, 18 stalen serveer emmers, 8 vaten voor voedselvervoer, 18 serveerlepels, 2 gas kookstellen en 4 waterkannen)
totaal: 399.00"
"24247","364","782.00","1 x 2-wieler (scooter) voor inspecteur
1 x 799.00 = 799.00"
"36593","736","55.00","Communication professional"
"23543","272","10.00","Onderhoud machines"
"36594","736","2083.00","Books for health education in the schools (transport costs are free)"
"36595","736","12.00","Transaction costs (two transactions of 12,50)"
"36596","736","21.00","Overheid for 1%CLUB"
"41893","1577","500.00","Uitvoeren van workshops en overige activiteiten"
"41894","1577","750.00","Huur Locatie en apparatuur"
"24248","364","448.00","4 aangepaste 3-wielers, welke voor het vervoer van voedsel en schoolmaterialen gebruikt zal worden:
4 x 112 = 448.00"
"24249","364","130.00","Dit bedrag willen wij reserveren voor eventuele prijsstijgingen, koerswisselingen en onvoorziene kosten: 130 €"
"24250","364","831.00","Drukwerk en kantoor benodigdheden (pennen, potloden, gummetjes, nietapp., nietjes, mappen, lijm, plakband, spelden, papier, postzegels, inkt doos voor stempels, schrijfblokken, scharen, schrijfbord + stiften, linealen en geo-driehoeken etc.)"
"25305","617","500.00","Fabrics for costumes"
"32773","1300","3000.00","Construction of school toilets  in three schools"
"32774","1300","1000.00","9 community workshops and seminars"
"32775","1300","750.00","3 school based activities"
"32776","1300","500.00","Girl Child clubs formation and activities"
"32777","1300","500.00","administrative cost"
"41895","1577","600.00","Consumptiekosten voor de professionals tijdens de training"
"41896","1577","750.00","Vervoerskosten voor de docenten om naar de training te komen"
"41897","1577","1333.00","Personele kosten Professionals  Oeganda mbt het Happy-event, de training voor alle schoolhoofden binnen het Kabaroole District in West-Oeganda"
"31115","794","155.00","het verbinden computers in netwerk"
"31116","794","197.00","ontwikkeling, reiskosten, voor vrijwilliger (docent) voor 13 weken"
"31117","794","76.00","3 les stoelen a 25.5 Euro"
"25031","668","517.00","Serviesgoed: voor 60 kinderen borden, bestek, kommetjes, bekers."
"25032","668","733.00","Inrichting van de keuken: werkbanken, spoelbak, opbergsystemen (kasten en laden), kookstellen, gasflessen, kookgerei (potten, pannen, bestek, schalen), doekjes, schoonmaakproducten."
"25033","668","667.00","Inrichting eetgedeelte: zitgelegenheid voor 60 kinderen."
"43063","1599","5000.00","1 auto"
"43681","1644","2000.00","Volunteers' Stipends"
"31118","794","120.00","3 computer (les) tafels a 40 euro"
"31119","794","1168.00","3 PC's  a 389.50 Euro"
"43682","1644","1000.00","Supply for Elementary school students"
"43683","1644","1000.00","Supplies for Junior High and Secondary School Students"
"43684","1644","650.00","Cultural materila for students"
"36867","939","1000.00","Materialcosts Tie and Dye"
"36868","939","1000.00","Equipment
Hairdressing/Braiding /nails"
"32778","1166","70.00","communication material  , manuals,brochures,fliers"
"32779","1166","200.00","Meals for volunteer =100
transport for volunteers =100"
"42510","275","3770.00","29 sets van 10 bibliotheekboeken (engels) á €130,- (per 10)"
"36869","939","500.00","Materialcosts Hairdressing/Braiding /nails"
"22940","1005","1587.00","1.	Seed capital for Hill Broom production Rs.500/- x 20 beneficiaries"
"40340","693","50.00","transport ter plekke"
"22941","1005","2380.00","2.	Seed capital for spinning rope and handicrafts from coir ( fibres from the husks of coconut) Rs.5000/- x 30 beneficiaries"
"22942","1005","396.00","3.	Capacity building Training on Small Business Training and marketing methodology Rs.100/- per head x 50 beneficiaries x 5 days"
"22943","1005","200.00","4. Honorarium to Trainer"
"36870","939","500.00","Equipment	Catering"
"36871","939","250.00","Materiaalkosten Catering"
"36872","939","500.00","Materiaalkosten naaiopleiding"
"36873","939","800.00","Equipment	 Tie and Dye"
"37007","1429","1000.00","Development of course for local entrepreneurs"
"37008","1429","400.00","Train the trainers of the local entrepreneurs"
"37009","1429","1500.00","Writing of Goodget microfranchise handbook (incl financial templates, order lists etc.)"
"37010","1429","600.00","Design of Goodget microfranchise handbook"
"37011","1429","1000.00","Printing of Goodget microfranchise handbook (50 books)"
"37012","1429","250.00","Selection and training of the first 5 local entrepreneurs"
"30421","1069","2700.00","170 solar lighting kits X 16 euro per kit"
"23544","272","500.00","5 Tafels en 5 stoelen à €50,-"
"23545","272","60.00","Materiaalkast"
"23546","272","180.00","2 Knip en strijktafels"
"23547","272","1500.00","3 rollen van 500 meter klamboestof à €500,-"
"23548","272","50.00","Naaigerei scharen, garen, band, naaimachine olie, papier,"
"23549","272","50.00","Visualisatiemateriaal(fotoverslag van hoe te werken): Plastificeren en ontwikkelen van het materiaal"
"23550","272","500.00","Maandlasten; water, elektriciteit, onderhoud pand, etc. voor 12 maanden"
"23551","272","100.00","Transport en vervoer voor aanschaf materiaal (vervoer is een kostbare zaak in Mauritanië, grote afstanden en slechte wegen of geen wegen)"
"23552","272","1200.00","1 jaar Salaris vakleerkracht à €100,- per maand."
"23553","272","20.00","2 strijkbouten op houtskool"
"23554","272","50.00","Plastic ringen en haken"
"23555","272","200.00","1 gebruikte lockmachine (200,-)"
"23556","272","235.00","5% overige kosten en kosten onvoorzien Overige kosten en onvoorzien"
"23626","307","3031.00","cement: 50 zakken a 6,50 p.  = 325
betonblokken 900 x 0,90         = 810       
pvc pijp                                   = 150
sneap T                                  = 150
Wawa board                          = 104,17 
spijkers                    "
"23627","307","1041.00","Arbeidskosten metselaar, timmerman en arbeiders"
"25693","1078","645.00","Steriliser (om materiaal te steriliseren) - elektrisch"
"25694","1078","15.00","Lakenset (3 x)"
"25695","1078","45.00","Dekenset (3 x)"
"25696","1078","103.00","Matrassen (3 x)"
"25697","1078","150.00","Bedden (3 x)"
"25698","1078","834.00","Babywarmer"
"25699","1078","16.00","Fetoscoop (5 x)"
"25700","1078","322.00","Bevallingsbed"
"25701","1078","388.00","Instrumenten set/koffer voor vroedvrouw (hierin zitten diverse scharen, klemmen, naalden, schalen enz.)"
"25702","1078","50.00","Weegschaal voor babies"
"25703","1078","32.00","Emmers (8 x)"
"25704","1078","17.00","Meetlinten (10 x)"
"25705","1078","103.00","Stethoscoop met bijbehorende benodigdheden"
"25706","1078","80.00","Transport (dit betreft het transport van het materiaal van Kampala naar Kisozi)"
"26651","850","3000.00","1.000 Schoolboeken
1 boek kost ca. 3 euro; we kopen deze bij de (vaste) leverancier van de school in Riroda en bekijken op dit moment nog of er 'groepskorting' mogelijk is)"
"32780","1166","388.00","sewing machine 5 @ 8,500 = 42500 (388.09)
=388.09"
"26652","850","2000.00","1.000 sets kleurmateriaal
(Ik onderzoek op dit moment waar en hoe we dit het gunstigst kunnen aanschaffen)"
"32781","1166","383.00","Internet : 12,000 (109.58)
Communication (cellphones) 15,000 (136.97)
Stationary : pens,writing materials,posters,fliers 15000( 136.97)"
"32782","1166","248.00","Fuel to deliver the towels in nairobi and its environs"
"32783","1166","109.00","training the women to sew the towels,packaging  n hygiene when"
"32784","1166","821.00","Workshop rental  5,000 x 12months = 60,000( 547.89)
Electricity 1500 x 12 = 18000 (164.37)
Water 1000 x 12 months =12,000( 109.58)"
